Geneid	H2O	Y173	Y299	Y550	Y594
Millet_GLEAN_10022435	921	1134	1422	881	2077
Millet_GLEAN_10022436	12	8	8	0	16
Millet_GLEAN_10022437	4	1	2	3	0
Millet_GLEAN_10022438	5	48	25	15	14
Millet_GLEAN_10022439	62	294	73	20	78
Millet_GLEAN_10022440	20	39	86	10	94
Millet_GLEAN_10022441	2335	6529	5187	2613	8542
Millet_GLEAN_10022442	969	2139	1915	982	2870
Millet_GLEAN_10022443	288	725	589	260	745
Millet_GLEAN_10022444	134	275	223	104	389
Millet_GLEAN_10022445	48	58	24	10	22
Millet_GLEAN_10022446	13	53	37	49	64
Millet_GLEAN_10022447	11	36	23	9	41
Millet_GLEAN_10022448	878	1698	1731	990	2393
Millet_GLEAN_10022449	0	0	0	0	0
Millet_GLEAN_10022450	0	0	0	0	0
Millet_GLEAN_10022451	65	149	158	55	192
Millet_GLEAN_10022452	24	30	25	23	41
Millet_GLEAN_10022453	18	37	71	39	95
Millet_GLEAN_10022454	15	7	23	16	11
Millet_GLEAN_10022455	551	679	581	586	1087
Millet_GLEAN_10022456	169	317	327	317	413
Millet_GLEAN_10022457	0	27	6	19	17
Millet_GLEAN_10022458	43	41	22	37	56
Millet_GLEAN_10022459	3	6	6	4	11
Millet_GLEAN_10022460	0	0	2	0	0
Millet_GLEAN_10022461	28	65	67	41	49
Millet_GLEAN_10022462	0	0	0	0	0
Millet_GLEAN_10022463	8	31	6	27	38
Millet_GLEAN_10022464	270	182	43	43	39
Millet_GLEAN_10022465	18	71	29	20	86
Millet_GLEAN_10022466	371	2930	588	325	817
Millet_GLEAN_10022467	211	561	471	309	723
Millet_GLEAN_10022468	98	177	138	115	352
Millet_GLEAN_10022469	30215	51972	51376	31316	62073
Millet_GLEAN_10022470	112	349	179	109	385
Millet_GLEAN_10022471	76	203	119	183	300
Millet_GLEAN_10022472	0	0	0	0	0
Millet_GLEAN_10022473	9	6	3	2	11
Millet_GLEAN_10022474	3734	6860	5485	6111	8668
Millet_GLEAN_10022475	946	2214	1887	1479	2928
Millet_GLEAN_10022476	5441	9832	9492	7919	10990
Millet_GLEAN_10022477	0	0	0	0	0
Millet_GLEAN_10022478	0	0	0	0	0
Millet_GLEAN_10022479	1281	2658	2915	2285	4289
Millet_GLEAN_10022480	3907	8077	8556	4456	11811
Millet_GLEAN_10022481	96	247	271	191	309
Millet_GLEAN_10022482	2	0	4	0	4
Millet_GLEAN_10022483	352	1259	1058	461	1869
Millet_GLEAN_10022484	324	725	692	457	775
Millet_GLEAN_10022485	64	230	147	115	209
Millet_GLEAN_10022486	1647	3550	3232	1902	4225
Millet_GLEAN_10022487	1355	3037	2706	1300	5278
Millet_GLEAN_10022488	331	803	791	412	989
Millet_GLEAN_10022489	544	1414	1409	691	1662
Millet_GLEAN_10022490	0	0	0	0	0
Millet_GLEAN_10022491	0	0	0	0	0
Millet_GLEAN_10022492	0	0	0	0	0
Millet_GLEAN_10022493	0	4	0	2	7
Millet_GLEAN_10022494	468	1026	1530	463	2601
Millet_GLEAN_10022495	14	58	11	24	33
Millet_GLEAN_10022496	1600	4530	3537	1475	4790
Millet_GLEAN_10022497	2139	4528	4743	2284	7275
Millet_GLEAN_10022498	0	0	0	0	0
Millet_GLEAN_10022499	12	0	13	0	2
Millet_GLEAN_10022500	274	749	651	271	890
Millet_GLEAN_10022501	13	79	29	39	50
Millet_GLEAN_10022502	0	0	0	0	0
Millet_GLEAN_10022503	382	721	914	659	964
Millet_GLEAN_10022504	2515	5049	4884	3537	7134
Millet_GLEAN_10022505	3914	8228	8687	4778	10621
Millet_GLEAN_10022506	875	2430	2082	1261	2658
Millet_GLEAN_10022507	1269	4236	3049	1616	6312
Millet_GLEAN_10022508	0	0	0	0	0
Millet_GLEAN_10022509	0	0	0	0	0
Millet_GLEAN_10022510	2033	4695	4817	2164	6052
Millet_GLEAN_10022511	4	22	34	14	29
Millet_GLEAN_10022512	3093	7687	7337	3683	8478
Millet_GLEAN_10022513	68	119	175	62	213
Millet_GLEAN_10022514	0	0	0	0	0
Millet_GLEAN_10022515	1665	3642	3261	1633	4041
Millet_GLEAN_10022516	6	7	5	24	27
Millet_GLEAN_10022517	129	280	296	148	251
Millet_GLEAN_10022518	0	0	0	6	0
Millet_GLEAN_10022519	0	0	0	0	0
Millet_GLEAN_10022520	0	0	0	0	0
Millet_GLEAN_10022521	0	1	0	0	1
Millet_GLEAN_10022522	5	17	20	28	33
Millet_GLEAN_10022523	107	299	265	150	173
Millet_GLEAN_10022524	1183	3370	2874	1412	7773
Millet_GLEAN_10022525	0	0	0	0	0
Millet_GLEAN_10022526	147	480	298	147	566
Millet_GLEAN_10022527	151	697	406	206	704
Millet_GLEAN_10019612	0	0	4	0	0
Millet_GLEAN_10019611	0	2	2	6	2
Millet_GLEAN_10019610	4679	9065	7937	5049	10005
Millet_GLEAN_10019609	113	281	224	150	380
Millet_GLEAN_10019608	4	36	27	22	35
Millet_GLEAN_10019607	2	0	2	0	2
Millet_GLEAN_10019606	0	0	0	0	0
Millet_GLEAN_10019605	0	4	4	0	0
Millet_GLEAN_10019604	14	22	10	26	28
Millet_GLEAN_10019603	410	905	607	512	809
Millet_GLEAN_10019602	1728	2423	2967	2609	3439
Millet_GLEAN_10019601	201	401	413	330	565
Millet_GLEAN_10019600	2911	7189	6150	4246	9848
Millet_GLEAN_10019599	5101	11451	11293	5480	16969
Millet_GLEAN_10019598	7974	24410	19041	12185	33038
Millet_GLEAN_10019597	542	1073	990	598	1130
Millet_GLEAN_10019596	7505	18694	15690	9918	21659
Millet_GLEAN_10019595	437	1165	1170	587	1398
Millet_GLEAN_10019594	1445	2947	3054	1785	4217
Millet_GLEAN_10019593	1165	2182	768	1112	944
Millet_GLEAN_10019592	3043	8990	8578	3788	12680
Millet_GLEAN_10019591	7144	13629	15948	7100	23429
Millet_GLEAN_10019590	1204	1968	2831	702	3746
Millet_GLEAN_10019589	25	53	42	2	61
Millet_GLEAN_10019588	29	20	27	26	31
Millet_GLEAN_10019587	777	2118	1779	1027	2069
Millet_GLEAN_10019586	1900	5339	4296	2654	6029
Millet_GLEAN_10019585	0	0	0	0	0
Millet_GLEAN_10019584	112	250	290	146	392
Millet_GLEAN_10019583	172	444	350	170	503
Millet_GLEAN_10019582	246	288	331	238	407
Millet_GLEAN_10019581	169	370	326	204	392
Millet_GLEAN_10019580	60	245	112	76	138
Millet_GLEAN_10019579	0	0	1	0	1
Millet_GLEAN_10019578	101	148	160	65	270
Millet_GLEAN_10019577	12	7	24	0	28
Millet_GLEAN_10019576	4	128	18	10	0
Millet_GLEAN_10019575	0	0	0	0	0
Millet_GLEAN_10019574	0	32	5	14	24
Millet_GLEAN_10019573	0	0	0	0	0
Millet_GLEAN_10019572	33	98	101	58	123
Millet_GLEAN_10019571	1963	3542	4397	3015	5617
Millet_GLEAN_10019570	438	878	840	574	1104
Millet_GLEAN_10019569	8470	16950	18768	13886	21199
Millet_GLEAN_10019568	671	2115	1663	720	2291
Millet_GLEAN_10019567	0	2	5	0	0
Millet_GLEAN_10019566	0	6	2	0	0
Millet_GLEAN_10019565	0	0	0	0	0
Millet_GLEAN_10019564	0	0	0	0	0
Millet_GLEAN_10019563	0	2	0	0	0
Millet_GLEAN_10019562	0	0	6	8	2
Millet_GLEAN_10019561	0	0	0	0	0
Millet_GLEAN_10019560	0	0	0	0	0
Millet_GLEAN_10019559	0	0	0	0	0
Millet_GLEAN_10019558	10	24	28	10	46
Millet_GLEAN_10019557	0	4	2	0	6
Millet_GLEAN_10019556	0	0	0	0	0
Millet_GLEAN_10019555	0	0	0	0	0
Millet_GLEAN_10019554	0	0	0	0	0
Millet_GLEAN_10019553	0	0	0	0	0
Millet_GLEAN_10019552	0	2	0	0	0
Millet_GLEAN_10019551	0	0	0	1	0
Millet_GLEAN_10019550	0	0	0	0	0
Millet_GLEAN_10019549	0	0	0	0	0
Millet_GLEAN_10019548	0	0	0	0	0
Millet_GLEAN_10019547	0	0	0	0	0
Millet_GLEAN_10019546	0	0	0	0	0
Millet_GLEAN_10019545	0	0	0	0	0
Millet_GLEAN_10019544	0	0	0	0	0
Millet_GLEAN_10019543	0	4	0	0	0
Millet_GLEAN_10019542	0	0	0	0	0
Millet_GLEAN_10019541	0	0	0	0	0
Millet_GLEAN_10019540	0	0	0	0	0
Millet_GLEAN_10019539	8	16	10	16	2
Millet_GLEAN_10019538	0	0	0	0	0
Millet_GLEAN_10019537	0	0	0	0	0
Millet_GLEAN_10019534	0	3	0	0	7
Millet_GLEAN_10019536	0	0	0	0	0
Millet_GLEAN_10019535	58	82	86	29	65
Millet_GLEAN_10019533	0	5	0	9	4
Millet_GLEAN_10019532	0	0	0	0	0
Millet_GLEAN_10019531	0	5	10	0	0
Millet_GLEAN_10019530	4	30	26	9	48
Millet_GLEAN_10019529	0	2	12	8	2
Millet_GLEAN_10019528	925	2520	2159	1164	2998
Millet_GLEAN_10019527	1336	2859	2417	1304	3054
Millet_GLEAN_10019526	186	522	487	219	362
Millet_GLEAN_10019525	3779	10781	10119	5078	11949
Millet_GLEAN_10019524	29	34	177	5	98
Millet_GLEAN_10019523	45	8	25	0	0
Millet_GLEAN_10019522	0	0	0	0	0
Millet_GLEAN_10019521	0	0	0	0	0
Millet_GLEAN_10019520	0	0	0	0	0
Millet_GLEAN_10019519	42	19	23	24	21
Millet_GLEAN_10019518	296	160	189	73	45
Millet_GLEAN_10019517	0	0	0	0	0
Millet_GLEAN_10019516	35	51	38	39	19
Millet_GLEAN_10019515	9	24	22	15	42
Millet_GLEAN_10019514	1	0	0	1	1
Millet_GLEAN_10019513	2	1	0	0	1
Millet_GLEAN_10019512	16	19	7	5	17
Millet_GLEAN_10019511	0	10	17	5	20
Millet_GLEAN_10019510	0	0	0	0	0
Millet_GLEAN_10019509	0	0	0	0	0
Millet_GLEAN_10019508	0	0	2	0	0
Millet_GLEAN_10019507	0	0	2	0	0
Millet_GLEAN_10019506	202	442	540	373	663
Millet_GLEAN_10019505	748	1775	1476	851	2402
Millet_GLEAN_10019504	1484	3469	3077	1470	3406
Millet_GLEAN_10019503	236	460	527	336	636
Millet_GLEAN_10019502	1071	2317	2147	1277	3297
Millet_GLEAN_10019501	1355	2817	2629	2172	4320
Millet_GLEAN_10019500	53	144	147	66	132
Millet_GLEAN_10019499	0	0	0	0	0
Millet_GLEAN_10019498	82	248	172	144	302
Millet_GLEAN_10019497	1085	2116	1978	1140	2314
Millet_GLEAN_10019496	1589	2989	3068	2112	3561
Millet_GLEAN_10019495	75	166	99	121	100
Millet_GLEAN_10019494	3701	3245	4273	4145	6966
Millet_GLEAN_10019493	1138	2723	1806	1135	2693
Millet_GLEAN_10019492	1041	2659	2115	1001	2745
Millet_GLEAN_10019491	0	0	0	0	0
Millet_GLEAN_10019490	0	0	0	0	0
Millet_GLEAN_10019489	6	0	0	0	10
Millet_GLEAN_10019488	51	102	78	50	92
Millet_GLEAN_10019487	434	408	309	155	354
Millet_GLEAN_10019486	32	15	33	19	42
Millet_GLEAN_10019485	0	0	0	0	0
Millet_GLEAN_10019484	153	305	484	284	554
Millet_GLEAN_10019483	393	1346	1002	607	1641
Millet_GLEAN_10019482	0	0	0	0	0
Millet_GLEAN_10019481	1346	2756	2825	1536	3269
Millet_GLEAN_10019480	0	0	4	0	18
Millet_GLEAN_10019479	1392	2772	2601	1667	3114
Millet_GLEAN_10019478	1079	2095	1793	1164	4773
Millet_GLEAN_10019477	639	1404	1477	613	1620
Millet_GLEAN_10019476	201	331	457	381	544
Millet_GLEAN_10019475	1004	1587	1445	996	1968
Millet_GLEAN_10019474	142	348	240	119	363
Millet_GLEAN_10019473	860	2563	2140	1184	2861
Millet_GLEAN_10019472	0	0	0	0	6
Millet_GLEAN_10019471	706	1519	1540	924	1926
Millet_GLEAN_10019470	0	0	0	0	0
Millet_GLEAN_10019469	0	12	2	11	2
Millet_GLEAN_10019468	0	5	1	0	4
Millet_GLEAN_10019467	121	321	325	185	530
Millet_GLEAN_10019466	55854	163263	144566	75217	181648
Millet_GLEAN_10026030	0	0	0	0	0
Millet_GLEAN_10026029	2466	6042	4294	2532	5933
Millet_GLEAN_10026028	0	0	0	0	0
Millet_GLEAN_10026027	0	0	2	0	6
Millet_GLEAN_10026026	39	27	21	11	75
Millet_GLEAN_10026025	4	18	2	14	36
Millet_GLEAN_10026024	0	0	0	0	0
Millet_GLEAN_10026023	2	5	4	5	13
Millet_GLEAN_10026022	0	0	0	0	2
Millet_GLEAN_10026021	27	83	143	99	108
Millet_GLEAN_10026020	16	21	20	12	54
Millet_GLEAN_10026019	1891	4131	4362	2036	6077
Millet_GLEAN_10026018	218	390	729	561	656
Millet_GLEAN_10026017	1773	4214	4364	2083	6094
Millet_GLEAN_10026016	0	0	0	0	0
Millet_GLEAN_10026015	4	8	17	29	20
Millet_GLEAN_10026014	277	937	836	430	1196
Millet_GLEAN_10026013	172	333	280	243	333
Millet_GLEAN_10026012	57	91	97	82	182
Millet_GLEAN_10026011	53	128	123	74	156
Millet_GLEAN_10026010	704	1688	1243	826	1539
Millet_GLEAN_10026009	3337	8344	6331	5423	11815
Millet_GLEAN_10026008	0	0	0	0	0
Millet_GLEAN_10026007	305	871	775	437	979
Millet_GLEAN_10026006	651	1134	935	916	1202
Millet_GLEAN_10026005	1304	3748	3376	1623	4889
Millet_GLEAN_10026004	663	2006	1797	847	2858
Millet_GLEAN_10026003	503	1407	1137	809	1956
Millet_GLEAN_10026002	2	0	0	14	2
Millet_GLEAN_10026001	205	217	248	212	280
Millet_GLEAN_10026000	0	0	0	23	0
Millet_GLEAN_10025999	1	0	10	0	0
Millet_GLEAN_10025998	0	0	0	0	0
Millet_GLEAN_10025997	1170	3172	2940	2102	3511
Millet_GLEAN_10025996	39	68	57	61	96
Millet_GLEAN_10025995	556	1717	1429	819	1920
Millet_GLEAN_10025994	1062	2230	1933	1324	2723
Millet_GLEAN_10025993	8812	15688	12617	9722	17263
Millet_GLEAN_10025992	1321	4794	2264	559	1533
Millet_GLEAN_10025991	0	0	0	0	0
Millet_GLEAN_10025990	0	0	0	0	3
Millet_GLEAN_10025989	307	1019	744	365	932
Millet_GLEAN_10025988	149	265	193	147	300
Millet_GLEAN_10025987	131	229	247	229	455
Millet_GLEAN_10025986	320	758	735	694	1046
Millet_GLEAN_10025985	157	298	380	158	471
Millet_GLEAN_10025984	240	683	1146	395	1204
Millet_GLEAN_10025983	175	356	551	231	548
Millet_GLEAN_10025982	0	0	0	0	0
Millet_GLEAN_10025981	1262	2776	2869	1581	4297
Millet_GLEAN_10025980	252	706	652	322	756
Millet_GLEAN_10025979	0	2	7	0	0
Millet_GLEAN_10025978	927	2234	2408	1128	2747
Millet_GLEAN_10025977	720	1525	2193	720	2961
Millet_GLEAN_10025976	2254	6295	5601	3022	7716
Millet_GLEAN_10025975	74	365	274	100	341
Millet_GLEAN_10025974	0	0	0	0	0
Millet_GLEAN_10025973	5107	12548	11212	6029	16835
Millet_GLEAN_10025972	11	5	40	0	73
Millet_GLEAN_10025971	665	913	1108	764	1750
Millet_GLEAN_10025970	180	437	289	193	392
Millet_GLEAN_10025969	47	143	123	89	207
Millet_GLEAN_10025968	1751	2545	2986	2415	3706
Millet_GLEAN_10025967	0	4	0	16	10
Millet_GLEAN_10025966	710	1863	1526	804	1871
Millet_GLEAN_10025965	23	110	95	40	98
Millet_GLEAN_10025964	2741	6275	5143	2639	9207
Millet_GLEAN_10025963	0	0	0	0	0
Millet_GLEAN_10025962	12917	2310	1622	1812	2100
Millet_GLEAN_10025961	752	1406	1206	1073	1334
Millet_GLEAN_10025960	31	59	58	31	172
Millet_GLEAN_10025959	923	1955	1895	1259	2369
Millet_GLEAN_10025958	74	140	184	122	222
Millet_GLEAN_10025957	0	0	0	0	0
Millet_GLEAN_10025956	0	0	0	0	0
Millet_GLEAN_10025955	0	0	0	0	0
Millet_GLEAN_10025954	0	0	0	0	0
Millet_GLEAN_10025953	533	1164	1299	769	1740
Millet_GLEAN_10025952	310	917	1100	580	1230
Millet_GLEAN_10025951	963	2661	2647	1136	3478
Millet_GLEAN_10025950	158	363	441	383	656
Millet_GLEAN_10025949	385	975	1550	663	1583
Millet_GLEAN_10025948	0	2	2	0	2
Millet_GLEAN_10025947	857	1947	1877	1054	2159
Millet_GLEAN_10025946	792	1211	1629	1169	2058
Millet_GLEAN_10025945	76	175	138	111	267
Millet_GLEAN_10025944	147	302	351	192	449
Millet_GLEAN_10025943	464	712	1231	1181	1517
Millet_GLEAN_10025942	36	140	146	48	166
Millet_GLEAN_10025941	205	393	504	396	605
Millet_GLEAN_10025940	2	27	6	31	2
Millet_GLEAN_10025939	0	0	0	0	0
Millet_GLEAN_10025938	5	2	7	0	7
Millet_GLEAN_10025937	0	0	0	0	0
Millet_GLEAN_10025936	79	139	96	27	108
Millet_GLEAN_10025935	94	246	188	76	142
Millet_GLEAN_10025934	194	496	637	490	905
Millet_GLEAN_10025933	4888	11697	11772	6234	15105
Millet_GLEAN_10025932	0	0	0	0	0
Millet_GLEAN_10025931	0	0	0	0	0
Millet_GLEAN_10025930	0	0	0	0	0
Millet_GLEAN_10025929	193	288	223	266	348
Millet_GLEAN_10025928	4968	13998	10783	7723	15773
Millet_GLEAN_10025927	593	1264	1259	555	1642
Millet_GLEAN_10025926	0	0	0	0	0
Millet_GLEAN_10025925	195	493	450	252	557
Millet_GLEAN_10025924	97	184	214	73	263
Millet_GLEAN_10025923	230	768	641	424	935
Millet_GLEAN_10025922	5671	10378	8719	6392	9656
Millet_GLEAN_10025921	0	2	0	4	0
Millet_GLEAN_10025920	0	10	3	4	10
Millet_GLEAN_10025919	41	228	142	94	119
Millet_GLEAN_10025918	422	1294	1206	488	1727
Millet_GLEAN_10025917	73	149	98	81	102
Millet_GLEAN_10025916	14	56	48	36	88
Millet_GLEAN_10025915	0	0	0	0	0
Millet_GLEAN_10025914	0	0	0	0	0
Millet_GLEAN_10025913	0	1	0	4	0
Millet_GLEAN_10025912	151	685	329	517	521
Millet_GLEAN_10025911	523	1209	1068	644	1236
Millet_GLEAN_10025910	1669	3933	3715	2146	4937
Millet_GLEAN_10025909	7433	13639	11232	6902	13718
Millet_GLEAN_10025908	1937	4184	3624	1945	5188
Millet_GLEAN_10025907	1455	3042	3333	1789	5317
Millet_GLEAN_10025906	289	627	451	192	658
Millet_GLEAN_10025905	0	0	0	0	0
Millet_GLEAN_10025904	0	0	0	0	0
Millet_GLEAN_10025903	0	0	0	0	0
Millet_GLEAN_10025902	175	504	508	273	742
Millet_GLEAN_10025901	808	913	828	1186	1092
Millet_GLEAN_10025900	3601	7203	6069	3427	11190
Millet_GLEAN_10025899	854	1333	1219	1356	1721
Millet_GLEAN_10025898	0	0	0	0	0
Millet_GLEAN_10025897	0	0	0	0	0
Millet_GLEAN_10025896	0	0	0	0	0
Millet_GLEAN_10025895	0	0	0	0	0
Millet_GLEAN_10025894	167	373	488	463	626
Millet_GLEAN_10025893	0	0	0	0	0
Millet_GLEAN_10025892	28	28	12	8	0
Millet_GLEAN_10025891	0	0	0	0	0
Millet_GLEAN_10025890	0	0	0	0	0
Millet_GLEAN_10007902	192	466	367	125	480
Millet_GLEAN_10007903	2240	4184	3930	1336	7105
Millet_GLEAN_10007904	0	0	0	0	0
Millet_GLEAN_10007905	24	41	45	10	71
Millet_GLEAN_10007906	472	938	932	588	1079
Millet_GLEAN_10007907	0	0	0	0	0
Millet_GLEAN_10007908	1534	2276	2059	1548	2764
Millet_GLEAN_10007909	2663	6683	5796	3443	7173
Millet_GLEAN_10007910	109	136	132	100	181
Millet_GLEAN_10007911	149	460	488	249	510
Millet_GLEAN_10007912	637	1716	1780	742	2137
Millet_GLEAN_10007913	30400	73857	79944	40437	108773
Millet_GLEAN_10007914	4	10	12	4	14
Millet_GLEAN_10007915	389	1355	1239	646	1742
Millet_GLEAN_10007916	158	146	184	356	255
Millet_GLEAN_10007917	0	0	0	0	0
Millet_GLEAN_10007918	47	83	56	49	153
Millet_GLEAN_10007919	253	815	440	254	581
Millet_GLEAN_10007920	16	8	21	36	20
Millet_GLEAN_10007921	5	10	28	16	14
Millet_GLEAN_10007922	4	16	12	10	18
Millet_GLEAN_10007923	0	4	18	0	4
Millet_GLEAN_10007924	0	0	0	0	0
Millet_GLEAN_10007925	117	110	374	324	336
Millet_GLEAN_10007926	1771	4420	4431	2314	5096
Millet_GLEAN_10007927	4623	5591	4528	2940	1997
Millet_GLEAN_10007928	2933	7087	6732	3783	7563
Millet_GLEAN_10007929	0	11	3	1	0
Millet_GLEAN_10007930	4	4	4	3	0
Millet_GLEAN_10007931	411	869	966	589	1286
Millet_GLEAN_10007932	8	139	54	49	76
Millet_GLEAN_10007933	17	60	19	17	45
Millet_GLEAN_10007934	3728	10237	8213	4533	11144
Millet_GLEAN_10007935	560	1315	1277	766	1921
Millet_GLEAN_10007936	63	260	240	129	320
Millet_GLEAN_10007937	1718	5480	4068	2243	5396
Millet_GLEAN_10007938	7482	19637	15763	9696	20895
Millet_GLEAN_10007939	0	0	0	0	0
Millet_GLEAN_10007940	4395	9295	9058	4812	11648
Millet_GLEAN_10007941	42	217	199	62	307
Millet_GLEAN_10007942	0	6	2	4	4
Millet_GLEAN_10007943	495	528	140	125	75
Millet_GLEAN_10007944	170	587	390	224	493
Millet_GLEAN_10007945	2437	6857	6330	3148	6800
Millet_GLEAN_10007946	785	2331	2235	940	2727
Millet_GLEAN_10007947	0	4	4	6	15
Millet_GLEAN_10007948	0	0	0	0	0
Millet_GLEAN_10007949	0	0	0	0	0
Millet_GLEAN_10007950	660	475	90	106	125
Millet_GLEAN_10007951	259	400	78	98	16
Millet_GLEAN_10007952	3409	10497	9557	3702	13996
Millet_GLEAN_10007953	0	0	0	0	0
Millet_GLEAN_10007954	1586	4152	3238	1699	4825
Millet_GLEAN_10007955	13	23	15	45	2
Millet_GLEAN_10007956	0	0	0	0	0
Millet_GLEAN_10007957	5	11	4	11	9
Millet_GLEAN_10007958	1340	3063	2831	1590	3906
Millet_GLEAN_10022885	2380	6134	5537	2901	7420
Millet_GLEAN_10022886	245	662	580	321	961
Millet_GLEAN_10022887	62	102	34	6	42
Millet_GLEAN_10022888	73	121	140	92	209
Millet_GLEAN_10022889	0	0	0	0	0
Millet_GLEAN_10022890	467	1236	829	478	1711
Millet_GLEAN_10022891	106	310	184	81	339
Millet_GLEAN_10022892	0	0	0	0	0
Millet_GLEAN_10022893	0	0	0	0	0
Millet_GLEAN_10022894	1	0	1	4	1
Millet_GLEAN_10022895	0	0	0	0	0
Millet_GLEAN_10022896	0	0	0	0	0
Millet_GLEAN_10022897	0	0	0	0	0
Millet_GLEAN_10022898	0	0	0	0	0
Millet_GLEAN_10022899	2003	4405	2218	1896	2252
Millet_GLEAN_10022900	12	4	2	0	6
Millet_GLEAN_10022901	29809	81688	77194	36619	166666
Millet_GLEAN_10022902	5	3	0	0	14
Millet_GLEAN_10022903	113	361	393	229	858
Millet_GLEAN_10022904	371	1622	982	551	1459
Millet_GLEAN_10022905	0	2	0	0	5
Millet_GLEAN_10022906	42	146	108	110	132
Millet_GLEAN_10022907	102	156	287	233	271
Millet_GLEAN_10022908	4	25	29	21	24
Millet_GLEAN_10022909	1675	4143	3248	1967	6527
Millet_GLEAN_10022910	0	0	0	0	0
Millet_GLEAN_10022911	2166	5518	5440	3190	6857
Millet_GLEAN_10022912	2629	5348	3211	3262	3446
Millet_GLEAN_10022913	479	1104	1515	1084	1716
Millet_GLEAN_10022914	0	0	0	0	0
Millet_GLEAN_10022915	2206	4536	3441	2562	5689
Millet_GLEAN_10022916	14620	43940	32360	16428	52064
Millet_GLEAN_10022917	2008	5213	3781	2160	5701
Millet_GLEAN_10022918	0	0	0	0	4
Millet_GLEAN_10022919	7290	17524	14858	10234	16887
Millet_GLEAN_10022920	220	942	616	366	834
Millet_GLEAN_10022921	6	10	8	4	6
Millet_GLEAN_10022922	0	0	0	0	0
Millet_GLEAN_10022923	0	0	0	0	0
Millet_GLEAN_10022924	8	36	8	20	35
Millet_GLEAN_10022925	40	88	25	23	33
Millet_GLEAN_10022926	0	0	0	0	4
Millet_GLEAN_10022927	206	668	774	276	944
Millet_GLEAN_10022928	565	942	938	404	1223
Millet_GLEAN_10022929	801	2166	1996	1069	2037
Millet_GLEAN_10022930	423	804	653	628	908
Millet_GLEAN_10022931	0	0	0	0	0
Millet_GLEAN_10022932	894	1147	1920	1681	1819
Millet_GLEAN_10022933	622	1314	1233	633	1483
Millet_GLEAN_10022934	0	0	0	0	0
Millet_GLEAN_10022935	119	245	235	202	324
Millet_GLEAN_10022936	918	1639	1733	948	2398
Millet_GLEAN_10022937	1994	3801	4493	3467	6494
Millet_GLEAN_10022938	2	19	25	3	7
Millet_GLEAN_10022939	2719	2811	2793	3594	4815
Millet_GLEAN_10022940	351	757	979	303	1478
Millet_GLEAN_10022941	2	9	1	6	2
Millet_GLEAN_10022942	72	159	132	67	161
Millet_GLEAN_10022943	1075	2999	2803	1761	4143
Millet_GLEAN_10022944	77	59	37	53	2
Millet_GLEAN_10022945	375	366	169	320	26
Millet_GLEAN_10022946	1058	1391	1550	1365	2133
Millet_GLEAN_10022947	1414	1901	1534	1937	2012
Millet_GLEAN_10022948	408	1098	907	716	1187
Millet_GLEAN_10022949	146	389	354	220	454
Millet_GLEAN_10022950	512	1294	1406	643	1622
Millet_GLEAN_10022951	2812	6411	6769	3208	8432
Millet_GLEAN_10022952	1452	2842	2319	1560	3229
Millet_GLEAN_10022953	102	248	267	141	304
Millet_GLEAN_10022954	56	104	68	75	94
Millet_GLEAN_10022955	98	250	224	147	284
Millet_GLEAN_10022956	193	499	454	215	564
Millet_GLEAN_10022957	0	0	0	0	0
Millet_GLEAN_10022958	0	0	0	0	0
Millet_GLEAN_10022959	0	0	0	0	0
Millet_GLEAN_10022960	0	0	0	0	0
Millet_GLEAN_10022961	0	0	0	0	0
Millet_GLEAN_10022962	30	20	48	16	10
Millet_GLEAN_10022963	0	0	0	0	0
Millet_GLEAN_10022964	0	0	0	1	0
Millet_GLEAN_10022965	0	0	0	0	0
Millet_GLEAN_10022966	0	0	0	0	0
Millet_GLEAN_10022967	0	0	0	0	0
Millet_GLEAN_10022968	0	2	6	0	0
Millet_GLEAN_10022969	0	0	0	0	0
Millet_GLEAN_10022970	64	306	213	118	282
Millet_GLEAN_10022971	1690	4048	3737	2159	5359
Millet_GLEAN_10022972	3080	7270	6694	3949	9740
Millet_GLEAN_10022973	91	121	155	104	170
Millet_GLEAN_10022974	281	547	370	426	564
Millet_GLEAN_10022975	1231	3049	3406	1568	3953
Millet_GLEAN_10022976	32	90	70	24	146
Millet_GLEAN_10022977	1977	4585	3871	2113	4667
Millet_GLEAN_10022978	537	1337	1415	728	1537
Millet_GLEAN_10022979	0	0	0	0	0
Millet_GLEAN_10022980	0	0	0	0	0
Millet_GLEAN_10022981	0	0	0	0	0
Millet_GLEAN_10022982	0	0	0	0	0
Millet_GLEAN_10022983	0	0	0	0	0
Millet_GLEAN_10022984	0	0	0	0	0
Millet_GLEAN_10022985	0	0	0	0	0
Millet_GLEAN_10022986	0	0	0	0	0
Millet_GLEAN_10003980	647	1568	1568	804	2099
Millet_GLEAN_10003979	0	0	0	0	4
Millet_GLEAN_10003978	2	0	6	1	0
Millet_GLEAN_10003977	231	469	520	279	668
Millet_GLEAN_10003976	345	414	500	492	748
Millet_GLEAN_10003975	212	402	605	271	797
Millet_GLEAN_10003974	78	84	61	24	59
Millet_GLEAN_10003973	11062	26349	40331	17997	42457
Millet_GLEAN_10003972	185	634	641	246	819
Millet_GLEAN_10003971	2608	5609	5365	3435	7696
Millet_GLEAN_10003970	166	245	205	174	211
Millet_GLEAN_10003969	872	1808	1889	893	3027
